,sentence,intents,clean_sentence
1174,what does rice wine go with,cooking_recipe,rice wine go
1175,what is the best way to cook pasta al dente,cooking_recipe,best way cook pasta al dente
1176,at what temperature should i bake cookies,cooking_recipe,temperature bake cookies
1177,tell me the recipe for mashed potatoes,cooking_recipe,tell recipe mashed potatoes
1178,what is a good vegan egg substitute,cooking_recipe,good vegan egg substitute
1179,show me pancakes,cooking_recipe,show pancakes
1180,can you pull up a recipe for spaghetti,cooking_recipe,pull recipe spaghetti
1181,how do i braise a pork loin,cooking_recipe,braise pork loin
1182,what is a good way to make steak,cooking_recipe,good way make steak
1183,please search for beginners guide to cooking,cooking_recipe,please search beginners guide cooking
1184,find me a recipe for carrot soup,cooking_recipe,find recipe carrot soup
1185,recipe for spaghetti,cooking_recipe,recipe spaghetti
1186,how long should i cook chicken for,cooking_recipe,long cook chicken
1187,what is the cooking time for boiled eggs,cooking_recipe,cooking time boiled eggs
1188,how long do i need to cook a brisket for it to be medium,cooking_recipe,long need cook brisket medium
1189,how long should i cook a hamburger on each side,cooking_recipe,long cook hamburger side
1190,what temperature should a baked chicken be,cooking_recipe,temperature baked chicken
1191,what is in a curry,cooking_recipe,curry
1192,give me time,datetime_query,give time
1193,could you please tell me what time is in singapore,datetime_query,could please tell time singapore
1194,report the current time in oakland,datetime_query,report current time oakland
1195,the twenty second is on what day of the week,datetime_query,twenty second day week
1196,what week of the year does the summer season start,datetime_query,week year summer season start
1197,what is the correct time,datetime_query,correct time
1198,what is the time in beijing,datetime_query,time beijing
1199,is there a national holiday on fifth december,datetime_query,national holiday fifth december
1200,the last friday of the month lands on what day,datetime_query,last friday month lands day
1201,what time in las vegas,datetime_query,time las vegas
1202,what is mondays actual date,datetime_query,mondays actual date
1203,give me the time in phoenix az,datetime_query,give time phoenix az
1204,what is the time in china,datetime_query,time china
1205,what is the current time in chennai,datetime_query,current time chennai
1206,new york time,datetime_query,new york time
1207,what time is it in central time zone,datetime_query,time central time zone
1208,can you tell me the time in new york,datetime_query,tell time new york
1209,what's the time in this time zone,datetime_query,what's time time zone
1210,what is time now in california,datetime_query,time california
1211,what time is it in this city,datetime_query,time city
1212,can you tell me the current time in dallas texas,datetime_query,tell current time dallas texas
1213,march tenth lands on what day of the week,datetime_query,march tenth lands day week
1214,what time of day is it in london,datetime_query,time day london
1215,can i get the time,datetime_query,get time
1216,how time is it,datetime_query,time
1217,when is easter in the year two thousand and eighteen,datetime_query,easter year two thousand eighteen
1218,what day of the week does the fifteenth of march fall on,datetime_query,day week fifteenth march fall
1219,what's the time for neighboring city,datetime_query,what's time neighboring city
1220,time and date of today,datetime_query,time date today
1221,what day does my birthday fall on next year,datetime_query,day birthday fall next year
1222,what does the clock say,datetime_query,clock say
1223,what day is christmas,datetime_query,day christmas
1224,let me know today's date in american format,datetime_query,let know today's date american format
1225,what is the time in hyderabad,datetime_query,time hyderabad
1226,what is the time in bangalore,datetime_query,time bangalore
1227,what's the time in dubai,datetime_query,what's time dubai
1228,is it noon in paris,datetime_query,noon paris
1229,whats the date today,datetime_query,whats date today
1230,show me boston's current time,datetime_query,show boston's current time
1231,what is the current date time group,datetime_query,current date time group
1232,display date,datetime_query,display date
1233,what time is it in denver,datetime_query,time denver
1234,what time is it in akron,datetime_query,time akron
1235,what day does easter fall on,datetime_query,day easter fall
1236,do we have thirty first day on this month,datetime_query,thirty first day month
1237,is it Monday today,datetime_query,Monday today
1238,hey what time is it in london now,datetime_query,hey time london
1239,just let me know the current date today,datetime_query,let know current date today
1240,on what date is easter this year,datetime_query,date easter year
1241,time in chicago,datetime_query,time chicago
1242,may i know the time in london,datetime_query,may know time london
1243,show me the date of today,datetime_query,show date today
1244,what day of the month is it,datetime_query,day month
1245,what is the date and time,datetime_query,date time
1246,what time is it in mountain time zone,datetime_query,time mountain time zone
1247,would like to see the time zone,datetime_query,would like see time zone
1248,show me what time it is,datetime_query,show time
1249,show me the time,datetime_query,show time
1250,what is the date easter falls on,datetime_query,date easter falls
1251,what day of the week is the twenty second march,datetime_query,day week twenty second march
1252,what time is it in the eastern half of the us right now,datetime_query,time eastern half us right
1253,what day of the month is next tuesday,datetime_query,day month next tuesday
1254,what time is it in another city,datetime_query,time another city
1255,current time please,datetime_query,current time please
1256,what day is it on fifth december,datetime_query,day fifth december
1257,what is the current time right now,datetime_query,current time right
1258,what day is the fifteenth,datetime_query,day fifteenth
1259,what day of the week is june twenty seventh on this year,datetime_query,day week june twenty seventh year
1260,uh what does the current date happen to be,datetime_query,uh current date happen
1261,what is the current time in delhi,datetime_query,current time delhi
1262,what day today,datetime_query,day today
1263,what is the day on twenty third march,datetime_query,day twenty third march
1264,i want exact time in washington right now,datetime_query,want exact time washington right
1265,what day is it today,datetime_query,day today
1266,show me what day the thirty first is on,datetime_query,show day thirty first
1267,give me the current time,datetime_query,give current time
1268,twenty second april day,datetime_query,twenty second april day
1269,what is the time in london,datetime_query,time london
1270,what day does april sixteenth fall on,datetime_query,day april sixteenth fall
1271,what day is easter,datetime_query,day easter
1272,mention the time in canada now,datetime_query,mention time canada
1273,tell me what time it is right now,datetime_query,tell time right
1274,the time in cairo please,datetime_query,time cairo please
1275,which week is twenty third,datetime_query,week twenty third
1276,what is today's date,datetime_query,today's date
1277,what day of the week does christmas fall on this year,datetime_query,day week christmas fall year
1278,what is the time in ajmer,datetime_query,time ajmer
1279,show me the time in new york city,datetime_query,show time new york city
