,sentence,intents
2914,i do not really care.,general_dontcare
2915,"that is of no importance, olly.",general_dontcare
2916,i have no idea for which to choose.,general_dontcare
2917,anything is ok with me.,general_dontcare
2918,i don't really mind for anything.,general_dontcare
2919,anything would be fine with me.,general_dontcare
2920,any one is okay to me.,general_dontcare
2921,i don't really mind to select any one.,general_dontcare
2922,"i would not really mind, olly.",general_dontcare
2923,it doesn't matter for me.,general_dontcare
2924,i have no idea for which to select.,general_dontcare
2925,"have no idea, olly.",general_dontcare
2926,anything would be good.,general_dontcare
2927,really i would not mind.,general_dontcare
2928,wouldn't mind for anything.,general_dontcare
2929,i have no idea regarding to which to select.,general_dontcare
2930,i would not bother.,general_dontcare
2931,whatever is ok with me.,general_dontcare
2932,"wouldn't mind to select any one, olly.",general_dontcare
2933,"that does not really matter with me, olly.",general_dontcare
2934,do not really bother.,general_dontcare
2935,"have no idea regarding to which to select, olly.",general_dontcare
2936,really wouldn't mind.,general_dontcare
2937,"that is of no importance for me, olly.",general_dontcare
2938,that is unimportant with me.,general_dontcare
2939,would not really mind.,general_dontcare
2940,"i would not mind for any one, olly.",general_dontcare
2941,"i don't mind for any one, olly.",general_dontcare
2942,"this does not matter, olly.",general_dontcare
2943,have no idea regarding to which to choose.,general_dontcare
2944,do not really mind for any one.,general_dontcare
2945,that does not matter.,general_dontcare
2946,have no idea regarding to which to select.,general_dontcare
2947,"whatever, olly.",general_dontcare
2948,it is unimportant to me.,general_dontcare
2949,"any one will be ok with me, olly.",general_dontcare
2950,i don't really care.,general_dontcare
2951,anything is good to me.,general_dontcare
2952,anything would be okay with me.,general_dontcare
2953,that is of no importance for me.,general_dontcare
2954,doesn't really matter with me.,general_dontcare
2955,"any one, olly.",general_dontcare
2956,do not mind to choose any one.,general_dontcare
2957,any one would be good to me.,general_dontcare
2958,"whatever is good with me, olly.",general_dontcare
2959,"i have no idea, olly.",general_dontcare
2960,any one would be fine for me.,general_dontcare
2961,"i wouldn't really care, olly.",general_dontcare
2962,whatever is okay with me.,general_dontcare
2963,do not care.,general_dontcare
2964,"i don't care, olly.",general_dontcare
2965,wouldn't mind.,general_dontcare
2966,any one will be fine.,general_dontcare
2967,"any one would be okay, olly.",general_dontcare
2968,whatever would be ok to me.,general_dontcare
2969,would not know.,general_dontcare
2970,that is unimportant.,general_dontcare
2971,"whatever would be good to me, olly.",general_dontcare
2972,don't really bother.,general_dontcare
2973,"i wouldn't bother, olly.",general_dontcare
2974,i wouldn't bother.,general_dontcare
2975,"that is unimportant, olly.",general_dontcare
2976,anything is okay with me.,general_dontcare
2977,"this is unimportant with me, olly.",general_dontcare
2978,"don't bother, olly.",general_dontcare
2979,"would not bother, olly.",general_dontcare
2980,do not mind.,general_dontcare
2981,that doesn't really matter to me.,general_dontcare
2982,"i would not know, olly.",general_dontcare
2983,i don't really mind for whatever.,general_dontcare
2984,"any one would be okay with me, olly.",general_dontcare
2985,"i wouldn't really bother, olly.",general_dontcare
2986,"doesn't matter with me, olly.",general_dontcare
2987,it is unimportant.,general_dontcare
2988,i don't bother.,general_dontcare
2989,anything is fine.,general_dontcare
2990,wouldn't mind to choose any one.,general_dontcare
2991,wouldn't really bother.,general_dontcare
2992,"have no idea about what to do, olly.",general_dontcare
2993,any one will be good to me.,general_dontcare
2994,do not mind for any one.,general_dontcare
2995,whatever.,general_dontcare
2996,i don't really mind to choose any one.,general_dontcare
2997,do not mind to select any one.,general_dontcare
2998,wouldn't bother.,general_dontcare
2999,don't mind.,general_dontcare
3000,"would not mind to select any one, olly.",general_dontcare
3001,i do not care.,general_dontcare
3002,does not matter.,general_dontcare
3003,doesn't matter.,general_dontcare
3004,it doesn't matter to me.,general_dontcare
3005,whatever is good.,general_dontcare
3006,have no idea for which to choose.,general_dontcare
3007,this is unimportant to me.,general_dontcare
3008,whatever is okay for me.,general_dontcare
3009,this is unimportant.,general_dontcare
3010,that does not matter with me.,general_dontcare
3011,i do not know.,general_dontcare
3012,"i would not bother, olly.",general_dontcare
3013,that doesn't really matter.,general_dontcare
3014,don't mind for whatever.,general_dontcare
3015,"have no idea for which to select, olly.",general_dontcare
3016,whatever will be fine.,general_dontcare
3017,don't mind to choose any one.,general_dontcare
3018,don't really know.,general_dontcare
3019,"really i don't mind, olly.",general_dontcare
3020,any one will be ok for me.,general_dontcare
3021,"anything would be good with me, olly.",general_dontcare
3022,doesn't really matter to me.,general_dontcare
3023,"i have no idea for which to choose, olly.",general_dontcare
3024,"that is unimportant to me, olly.",general_dontcare
3025,"i have no idea for what to do, olly.",general_dontcare
3026,"really don't mind, olly.",general_dontcare
3027,don't really care.,general_dontcare
3028,does not really matter to me.,general_dontcare
3029,whatever would be good.,general_dontcare
3030,"this does not matter to me, olly.",general_dontcare
3031,i have no idea regarding to what to select.,general_dontcare
3032,anything is ok for me.,general_dontcare
3033,this doesn't really matter to me.,general_dontcare
3034,"that does not really matter, olly.",general_dontcare
3035,don't bother.,general_dontcare
3036,"would not really care, olly.",general_dontcare
3037,"i do not really care, olly.",general_dontcare
3038,i don't mind to select any one.,general_dontcare
3039,"wouldn't really mind to choose any one, olly.",general_dontcare
3040,does not really matter with me.,general_dontcare
3041,"it is of no importance, olly.",general_dontcare
3042,this is of no importance to me.,general_dontcare
3043,that does not matter for me.,general_dontcare
3044,"i have no idea regarding to what to do, olly.",general_dontcare
3045,anything is okay for me.,general_dontcare
3046,"that doesn't matter to me, olly.",general_dontcare
3047,"i do not know, olly.",general_dontcare
3048,would not mind for any one.,general_dontcare
