,sentence,intents,clean_sentence
2013,yeap you have got my instructions correcly.,general_affirm,year got instruct correctli ''
2014,yeap good.,general_affirm,year good ''
2015,yeah please.,general_affirm,yeah plea ''
2016,yeap excellent response.,general_affirm,year excel respons ''
2017,yeap that was wonderful.,general_affirm,year wonder ''
2018,yeah you've got my instructions right.,general_affirm,yeah got instruct right ''
2019,yes perfectly.,general_affirm,ye perfectli ''
2020,yeap good response.,general_affirm,year good respons ''
2021,yeah you've got that perfectly.,general_affirm,yeah got perfectli ''
2022,yeap you've done that right.,general_affirm,year done right ''
2023,yeah answer was correct.,general_affirm,yeah answer correct ''
2024,yeap you've got command correcly.,general_affirm,year got command correctli ''
2025,yeap fantastic response to command.,general_affirm,year fantast respons command ''
2026,yes you've understood that right.,general_affirm,ye understood right ''
2027,yeah fantastic response to command.,general_affirm,yeah fantast respons command ''
2028,that is right.,general_affirm,right ''
2029,yeap you've understood my instructions perfectly.,general_affirm,year understood instruct perfectli ''
2030,yeap fantastic response.,general_affirm,year fantast respons ''
2031,yeap it's confirmed.,general_affirm,year confirm ''
2032,yeah that was fantastic.,general_affirm,yeah fantast ''
2033,you did command perfectly.,general_affirm,command perfectli ''
2034,you've gotten my instructions exactly.,general_affirm,gotten instruct exactli ''
2035,yes you have done that exactly.,general_affirm,ye done exactli ''
2036,you got that perfectly.,general_affirm,got perfectli ''
2037,yeah you get command exactly.,general_affirm,yeah get command exactli ''
2038,yeah you've gotten my instructions right.,general_affirm,yeah gotten instruct right ''
2039,wonderful response to command.,general_affirm,wonder respons command ''
2040,yeap you've got my instructions correcly.,general_affirm,year got instruct correctli ''
2041,yeah you've understood my instructions perfectly.,general_affirm,yeah understood instruct perfectli ''
2042,yes wonderful response.,general_affirm,ye wonder respons ''
2043,yes you got answer correcly.,general_affirm,ye got answer correctli ''
2044,yeah amazing response.,general_affirm,yeah amaz respons ''
2045,yeap you've understood it correcly.,general_affirm,year understood correctli ''
2046,you have done it perfectly.,general_affirm,done perfectli ''
2047,it's right.,general_affirm,right ''
2048,yeap right response.,general_affirm,year right respons ''
2049,yeap you've gotten that correcly.,general_affirm,year gotten correctli ''
2050,yes you have done it exactly.,general_affirm,ye done exactli ''
2051,you have got my instructions right.,general_affirm,got instruct right ''
2052,yeap perfect.,general_affirm,year perfect ''
2053,you understood the answer right.,general_affirm,understood answer right ''
2054,yes wonderful response to command.,general_affirm,ye wonder respons command ''
2055,yes it's confirmed.,general_affirm,ye confirm ''
2056,you understood command perfectly.,general_affirm,understood command perfectli ''
2057,confirmed.,general_affirm,confirm ''
2058,yeah you have got your understanding perfectly.,general_affirm,yeah got understand perfectli ''
2059,yeap right.,general_affirm,year right ''
2060,yeah you have got my instructions right.,general_affirm,yeah got instruct right ''
2061,yeap correcly.,general_affirm,year correctli ''
2062,yes right.,general_affirm,ye right ''
2063,you have gotten that exactly.,general_affirm,gotten exactli ''
2064,yeap it was correct.,general_affirm,year correct ''
2065,yeap that's correct.,general_affirm,year that '' s correct ''
2066,yes it was perfect.,general_affirm,ye perfect ''
2067,olly please will you shut off.,general_commandstop,onli plea shut off ''
2068,olly please shut down.,general_commandstop,onli plea shut down ''
2069,olly would you please shut up.,general_commandstop,onli would plea shut up ''
2070,olly please will you shut up.,general_commandstop,onli plea shut up ''
2071,will you stop please.,general_commandstop,stop plea ''
2072,please would you cancel.,general_commandstop,plea would cancel ''
2073,i will talk to you later on.,general_commandstop,talk later on ''
2074,can you please shut up.,general_commandstop,plea shut up ''
2075,olly will you stop it.,general_commandstop,onli stop it ''
2076,olly please cancel.,general_commandstop,onli plea cancel ''
2077,i would talk to you later.,general_commandstop,would talk later ''
2078,olly that would be all.,general_commandstop,onli would all ''
2079,"olly that is enough, cancel.",general_commandstop,onli enough '' cancel ''
2080,i'd like you just stop.,general_commandstop,i '' d like stop ''
2081,please will you shut off.,general_commandstop,plea shut off ''
2082,olly shut down.,general_commandstop,onli shut down ''
2083,cancel.,general_commandstop,cancel ''
2084,please can you stop it.,general_commandstop,plea stop it ''
2085,"olly that's all, stop it.",general_commandstop,onli that '' s all '' stop it ''
2086,i'd like you just cancel.,general_commandstop,i '' d like cancel ''
2087,olly will you shut up please.,general_commandstop,onli shut plea ''
2088,"that's enough, stop it.",general_commandstop,that '' s enough '' stop it ''
2089,olly could you stop.,general_commandstop,onli could stop ''
2090,please will you shut up.,general_commandstop,plea shut up ''
2091,i want you just stop it.,general_commandstop,want stop it ''
2092,would you just stop it please.,general_commandstop,would stop plea ''
2093,will you just stop please.,general_commandstop,stop plea ''
2094,olly can you just stop it please.,general_commandstop,onli stop plea ''
2095,will you shut down please.,general_commandstop,shut plea ''
2096,olly please shut off.,general_commandstop,onli plea shut off ''
